id,משרד,תאריך,כותרת,תקציר,סוג מקור,נושאים,רמת כיסוי,URL
act-publications-sec-4-dec310325,sec-4,2025-03-31,עדכון החלטה של ועדת המנכלים בעניין הבאה פרטית בענף התעשייה,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec310325
act-publications-sec-5-inst-06-2025-1,sec-5,2025-03-31,הוראת ביצוע מספר 06/2025 רשות המסים - הוראות הפעלה ושימוש במערכת קשרי לקוחות CRM,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-06-2025-1
act-publications-sec-5-inst-07-2025,sec-5,2025-03-30,הוראת ביצוע מס הכנסה מספר 07/2025 - ניתוב שלב א ושינויים בשידור דוחות ושומות יחידים וחברות לשנת המס 2024,פרסום רשמי של רשות המסים בישראל באתר gov.il (הוראות ביצוע). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/inst-07-2025
act-publications-sec-34-70805,sec-34,2025-03-27,"החלטה מס' 70805 – תיקון אמת מידה 35לא – ""בדיקות מתקן והכנסה לניצול""",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation; workforce,direct,https://www.gov.il/he/departments/policies/70805
act-publications-sec-4-dec270325,sec-4,2025-03-27,החלטה של ועדת המנכלים בנושא מיכון וטכנולוגיה,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec270325
act-publications-health-nd237-2025,health,2025-03-26,אמות מידה לתפקיד אחים ואחיות מוסמכים במתארי שיקום באשפוז ובקהילה,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/nd237-2025
act-publications-sec-19-ishur_sratim2432025,sec-19,2025-03-26,אישור סרטים 24.3.2025,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/ishur_sratim2432025
act-publications-sec-19-sartim_24320225,sec-19,2025-03-26,פרוטוקול מישיבת המליאה שהתקיימה ביום שני   24.3.25,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sartim_24320225
act-publications-sec-34-70804,sec-34,2025-03-26,"החלטה מספר 70804  – עדכון להחלטה מספר 69407 מיום 12.08.2024 בעניין ""אסדרה ליחידות ייצור קונבנציונאליות""",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/70804
act-publications-sec-34-aruar-mining,sec-34,2025-03-26,"רון וירון בע""מ - מחצבת ערוער",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/aruar-mining
act-publications-sec-36-agreement-document-payment-appendix,sec-36,2025-03-26,"סיוע ללומדים בהשכלה טכנולוגית על-תיכונית לשנת תשפ""ה (מתווה משותף בין מנהלת תקומה למה""ט)",פרסום רשמי של משרד העבודה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/agreement-document-payment-appendix
act-publications-sec-68-policy-applications-submition-for-employment-of-jordanian-hotel-eilat26325,sec-68,2025-03-26,פתיחת אפשרות להגשת בקשות להעסקת עובדים ירדנים בענף המלונאות באזור אילת,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/policy-applications-submition-for-employment-of-jordanian-hotel-eilat26325
act-publications-health-dr-246187824,health,2025-03-25,מתווה פיילוט לרישום תכשירים 2025-2026,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dr-246187824
act-publications-health-dr-86,health,2025-03-25,קביעת תיעדוף ברישום תכשירים רפואיים,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dr-86
act-publications-sec-34-70801,sec-34,2025-03-25,"החלטה מס' 70801- ביטול רישיונות ייצור בטכנולוגיה פוטוולטאית, שהספקם נמוך מ 16 מגהוואט, המחוברים לרשת החלוקה, שלא עמדו בכשירות הנדרשת להחזיק ברישיונם.",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,procurement; regulation,direct,https://www.gov.il/he/departments/policies/70801
act-publications-sec-34-70806,sec-34,2025-03-25,החלטה מס' 70806-  הכללת היישוב אופקים ברשימת היישובים הזכאים לפרמיה אורבנית,פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/70806
act-publications-sec-68-policy-preparing-for-discontinuation-of-a-voucher-like-recovery-service,sec-68,2025-03-25,"היערכות להפסקת שירות שחזור דמוי תלוש על ידי חברת מל""מ שכר",פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,emergency,direct,https://www.gov.il/he/departments/policies/policy-preparing-for-discontinuation-of-a-voucher-like-recovery-service
act-publications-sec-7-national_control_center_procedures,sec-7,2025-03-25,"נהלי משל""ט ארצי",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/national_control_center_procedures
act-publications-sec-7-national_fire_and_rescue_college_procedures,sec-7,2025-03-25,נהלי המכללה הלאומית לכבאות והצלה,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/national_fire_and_rescue_college_procedures
act-publications-sec-7-operations_division_procedures,sec-7,2025-03-25,נהלי חטיבת מבצעים 2,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/operations_division_procedures
act-publications-sec-7-operations_division_procedures_extension,sec-7,2025-03-25,נהלי חטיבת מבצעים 1,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/operations_division_procedures_extension
act-publications-environment-cattle-manure,environment,2025-03-24,הנחיות בין-משרדיות ליישום זבל בקר מטופל לדישון ולטיוב של קרקע בשטחים חקלאיים מעובדים,פרסום רשמי של המשרד להגנת הסביבה באתר gov.il (נהלים בין-משרדיים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/cattle-manure
act-publications-health-nd240-2025,health,2025-03-24,פרוטוקולים טיפוליים מונחי אחיוּת,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/nd240-2025
act-publications-sec-19-ishur_sretim1732025,sec-19,2025-03-24,פרוטוקול מישיבת המליאה שהתקיימה ביום שני   17.3.25,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/ishur_sretim1732025
act-publications-sec-7-lehava_unit_procedures,sec-7,2025-03-24,נהלי יחידת להבה,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/lehava_unit_procedures
act-publications-health-mk02-2025,health,2025-03-23,היתר זמני לעיסוק ברפואת שיניים בישראל,פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/mk02-2025
act-publications-sec-23-molsa-executive-circulars-002-2025,sec-23,2025-03-23,"אירוח אזרחים ותיקים בבתי אבות בחג פסח תשפ""ה","פרסום רשמי של משרד הרווחה והביטחון החברתי באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/molsa-executive-circulars-002-2025
act-publications-sec-34-license-11-440,sec-34,2025-03-23,"הענקת רישיון מספר 440/""11""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-11-440
act-publications-sec-34-license-4-435,sec-34,2025-03-23,"הענקת רישיון מספר 435/""4""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-4-435
act-publications-sec-34-license-5-436,sec-34,2025-03-23,"הענקת רישיון מספר 436/""5""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-5-436
act-publications-sec-34-license-6-437,sec-34,2025-03-23,"הענקת רישיון מספר 437/""6""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-6-437
act-publications-sec-34-license-7-438,sec-34,2025-03-23,"הענקת רישיון מספר 438/""7""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-7-438
act-publications-sec-34-license-8-439,sec-34,2025-03-23,"הענקת רישיון מספר 439/""8""",פרסום רשמי של משרד האנרגיה והתשתיות באתר gov.il (רישיונות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/license-8-439
act-publications-sec-7-human_resources_procedures,sec-7,2025-03-23,"נהלי אגף משאבי אנוש (משא""ן)",פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/human_resources_procedures
act-publications-sec-7-ict_procedures,sec-7,2025-03-23,נהלי חטיבת תקשוב,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/ict_procedures
act-publications-health-ic-737196124,health,2025-03-20,הנחיות שימוש בג'ל לצורכי ביצוע בדיקות אולטרסאונד,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/ic-737196124
act-publications-sec-19-sifryot_1292025,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 12.9.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_1292025
act-publications-sec-19-sifryot_14112024,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 14.11.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_14112024
act-publications-sec-19-sifryot_1892024,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 18.9.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_1892024
act-publications-sec-19-sifryot_23122024,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 23.12.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_23122024
act-publications-sec-19-sifryot_30122024,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 30.12.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_30122024
act-publications-sec-19-sifryot_9122024,sec-19,2025-03-19,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 9.12.24,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifryot_9122024
act-publications-sec-5-procedures-190325-1,sec-5,2025-03-19,נייר עמדה מקצועי מספר 02/2025 – רשות המיסים בתחום: אופציות לעובדים בנושא: קיזוז הפסדים הוניים,פרסום רשמי של רשות המסים בישראל באתר gov.il (ניירות עמדה). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/procedures-190325-1
act-publications-sec-5-page-rules-and-guidelines-tax-authority,sec-5,2025-03-17,נהלים והנחיות פנימיות,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/page-rules-and-guidelines-tax-authority
act-publications-health-mk-16032025,health,2025-03-16,נוהל הצגת מידע לאדם בדבר חיסונים הכלולים במאגר החיסונים הלאומי,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/mk-16032025
act-publications-sec-4-dec-130325,sec-4,2025-03-13,עדכון החלטה של ועדת המנכלים בעניין הבאה פרטית בענף הבניין,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec-130325
act-publications-health-blg-72791025,health,2025-03-12,חלבון β-Lactoglobulin המיוצר באמצעות השמר Komagataella phaffi מבוטל מיום 06.11.2025,פרסום רשמי של משרד הבריאות באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/blg-72791025
act-publications-sec-19-sratim1032025,sec-19,2025-03-12,אישור סרטים - פרוטוקול מישיבת המליאה שהתקיימה ביום שני  10.3.25,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sratim1032025
act-publications-sec-4-dec-120325,sec-4,2025-03-12,"עדכון ל החלטה של ועדת המנכ ""לים בעניין הבאה פרטית בענף התעשייה",פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec-120325
act-publications-sec-7-news140325,sec-7,2025-03-12,הוראת שעה: צמצום פעילויות שגרה בעת מלחמה - הארכה מס' 27,פרסום רשמי של שירות בתי הסוהר באתר gov.il (פקודות והוראות). התוכן המלא בקישור המקור.,government_page,emergency; regulation,direct,https://www.gov.il/he/departments/policies/news140325
act-publications-environment-certification-procedure,environment,2025-03-11,הליך הסמכה להגשת תוכנית בוועדה לתשתיות לאומיות ליזמים בתחום מתקני טיפול בפסולת,פרסום רשמי של המשרד להגנת הסביבה באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,environment,direct,https://www.gov.il/he/departments/policies/certification-procedure
act-publications-sec-19-nohalmoatza,sec-19,2025-03-11,נוהל עבודת המועצה לביקורת סרטים,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/nohalmoatza
act-publications-sec-19-sifriyot_2422025,sec-19,2025-03-11,סיכום ישיבת המועצה לספריות ציבוריות מתאריך 24.2.25,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/sifriyot_2422025
act-publications-sec-5-income-procedures-1132025,sec-5,2025-03-11,נייר עמדה מקצועי מספר 01/2025 – רשות המסים בתחום: אופציות לעובדים בנושא: מנגנון האצת תקופת ההבשלה בעת הנפק או הנפקה,פרסום רשמי של רשות המסים בישראל באתר gov.il (ניירות עמדה). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/income-procedures-1132025
act-publications-health-policy-document-promoting-community-genetics-society,health,2025-03-10,מסמך מדיניות לקידום התחום של גנטיקה קהילתית בחברה הערבית,פרסום רשמי של משרד הבריאות באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/policy-document-promoting-community-genetics-society
act-publications-sec-7-firefighting_and_rescue_israel_instructions,sec-7,2025-03-10,הוראות כבאות והצלה לישראל,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/firefighting_and_rescue_israel_instructions
act-publications-sec-7-information_law_2024,sec-7,2025-03-10,דין וחשבון שנתי של כבאות והצלה לישראל על פי חוק חופש המידע לשנת 2024,פרסום רשמי של כבאות והצלה לישראל באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/information_law_2024
act-publications-health-nd235-2025,health,2025-03-09,"תחומי עיסוק, אחריות ופעילות אחים ואחיות מתאמים טיפול בתחום קליני -במערך האשפוז והקהילה",פרסום רשמי של משרד הבריאות באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/nd235-2025
act-publications-sec-19-protokol332025,sec-19,2025-03-09,אישור סרטים,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/protokol332025
act-publications-sec-19-protokol932505,sec-19,2025-03-09,אישור סרטים 3.3.2025,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/protokol932505
act-publications-sec-4-dec-update090325,sec-4,2025-03-09,עדכון החלטה של ועדת המנכלים בעניין הקצאת מכסה בענף התעשייה,פרסום רשמי של משרד ראש הממשלה באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/dec-update090325
act-publications-sec-33-nohal-sorogum-3-10-22,sec-33,2025-03-06,נוהל הזנת בעלי חיים במספוא סורגום - 06.03.2025,פרסום רשמי של משרד החקלאות וביטחון המזון באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/nohal-sorogum-3-10-22
act-publications-sec-36-electricity-complaint,sec-36,2025-03-06,שלבי טיפול בתלונה - חשמל,פרסום רשמי של משרד העבודה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/electricity-complaint
act-publications-sec-36-engineering-complaint,sec-36,2025-03-06,שלבי טיפול בתלונה - מקצועות ההנדסה,פרסום רשמי של משרד העבודה באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/engineering-complaint
act-publications-sec-68-hitech_pls-2025,sec-68,2025-03-06,הקצאות היתרים להעסקת עובדים פלשתינאים כדין בישראל בענף ההייטק 2025,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/hitech_pls-2025
act-publications-sec-68-qouta_agri-2025,sec-68,2025-03-06,הקצאות היתרים להעסקת עובדים פלשתינאים כדין בישראל בענף החקלאות 2025,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/qouta_agri-2025
act-publications-sec-68-qouta_press-2025,sec-68,2025-03-06,הקצאות היתרים להעסקת עובדים פלשתינאים כדין בישראל בענף העיתונאות 2025,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/qouta_press-2025
act-publications-sec-68-qouta_restaurants-2025,sec-68,2025-03-06,הקצאות היתרים להעסקת עובדים פלשתינאים כדין בישראל בענף המסעדנות - 2025,"פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/qouta_restaurants-2025
act-publications-sec-5-inst-050325,sec-5,2025-03-05,"נוהל לטיפול בהצהרה על פעולה באיגוד מקרקעין, הקצאה באיגוד מקרקעין - ובהודעה על פעולה באיגוד לפי סעיף 16(ג) וסעיף 75(ג) לחוק מיסוי מקרקעין",פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,grants; regulation,direct,https://www.gov.il/he/departments/policies/inst-050325
act-publications-sec-7-news06032025,sec-7,2025-03-05,"הוראת שעה לפקודת נציבות 04.13.00 - ""דין משמעתי אסירים"" - הארכה מס' 3",פרסום רשמי של שירות בתי הסוהר באתר gov.il (פקודות והוראות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/news06032025
act-publications-sec-23-molsa-executive-circulars-001-2025,sec-23,2025-03-04,טיפול ומעברים של מקבלי שירות דרי רחוב אזרחים ותיקים במסגרות דיור,"פרסום רשמי של משרד הרווחה והביטחון החברתי באתר gov.il (חוזרים והוראות מנכ""ל). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/molsa-executive-circulars-001-2025
act-publications-sec-68-opening_extension_hotel_permits2325,sec-68,2025-03-04,פתיחת האפשרות להגשת בקשות להיתרים להעסקת עובדים זרים בענף המלונאות,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/opening_extension_hotel_permits2325
act-publications-sec-68-opening_extension_hotel_permits2325-d,sec-68,2025-03-04,פתיחת האפשרות להגשת בקשות להיתרים להעסקת עובדים זרים בענף המלונאות,פרסום רשמי של רשות האוכלוסין וההגירה באתר gov.il (מידע למעסיקים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/opening_extension_hotel_permits2325-d
act-publications-economy-diamond-import-procedure-deadline-extension-03032025,economy,2025-03-03,תיקון נוהל יבוא יהלום מלוטש - היטל פרומיל והארכת מועד יהלומים לבחינה,פרסום רשמי של משרד הכלכלה והתעשייה באתר gov.il (נהלים רגולטוריים). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/diamond-import-procedure-deadline-extension-03032025
act-publications-sec-19-protokol1712025,sec-19,2025-03-03,פרוטוקול מועצת הקולנוע,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/protokol1712025
act-publications-sec-19-protokol2812025,sec-19,2025-03-03,פרוטוקול מועצת הקולנוע,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/protokol2812025
act-publications-sec-19-protokol712025,sec-19,2025-03-03,פרוטוקול מועצת הקולנוע,פרסום רשמי של משרד התרבות והספורט באתר gov.il (מסמכי מדיניות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/protokol712025
act-publications-sec-34-amat35,sec-34,2025-03-02,שימוע - מישיבה מס' 707 מיום 25.02.2025 לעניין תיקון אמת מידה 35א – פריסת תשלומים,פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/amat35
act-publications-sec-34-shim707,sec-34,2025-03-02,"שימוע - העמדה לעיון הציבור של הצעת רשות החשמל לשר האנרגיה והתשתיות לתיקון התוספת השנייה לתקנות משק החשמל (תנאים ונהלים למתן רשיון וחובות בעל רשיון), תשנ""ח-1997",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/shim707
act-publications-sec-5-procedures-020325,sec-5,2025-03-02,נוהל טיפול בנזקי עזובה מכח החלטת ממשלה 2677,פרסום רשמי של רשות המסים בישראל באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/procedures-020325
act-publications-sec-5-regulation_cmisa_12,sec-5,2025-02-27,מדיניות בנושא יעד יחס כושר פירעון,"פרסום רשמי של רשות שוק ההון, ביטוח וחיסכון באתר gov.il (נהלים והנחיות). התוכן המלא בקישור המקור.",government_page,,direct,https://www.gov.il/he/departments/policies/regulation_cmisa_12
act-publications-sec-34-70701,sec-34,2025-02-26,החלטת רשות החשמל מס' 70701- עדכון שעות הפעלה מינימאליות לצרכן לשנת 2025 באמת מידה 47א. (הסדר השלה,פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/70701
act-publications-sec-34-70703,sec-34,2025-02-26,"החלטה מס' 70703 - אישור לשעבוד נכסים ברישיון מותנה מס' 02575623 של תענך אנרגיה ירוקה 2 בע""מ",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/70703
act-publications-sec-34-70704,sec-34,2025-02-26,"החלטה מס' 70704-  מעבר יחידת ייצור לפעולה בהסדר קוגנרציה עבור רפק אלון תבור בע""מ, בעלת רישיון ייצור מס' 2009-03-4-0401",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/70704
act-publications-sec-34-70705,sec-34,2025-02-26,"החלטה מס' 70705- מעבר יחידת ייצור לפעולה בהסדר קוגנרציה עבור רמת נגב אנרגיה בע""מ, בעלת רישיון ייצור מס' 2007-02-4-046",פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,regulation,direct,https://www.gov.il/he/departments/policies/70705
act-publications-sec-34-70706,sec-34,2025-02-26,החלטה מס' 70706 - מישיבה 707 מיום 25.02.2025: הוראה למנהל המערכת לתוספת פרויקט בתכנית הפיתוח למקטע המסירה,פרסום רשמי של רשות החשמל באתר gov.il (החלטות). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/70706
act-publications-sec-5-professional-directives-260225,sec-5,2025-02-26,"חוזר מס הכנסה מספר 02/2025 - בנושא: חוק לעידוד תעשייה עתירת ידע (הוראת שעה), התשפ""ג - 2023 - השקעה במניות חברת מו""פ",פרסום רשמי של רשות המסים בישראל באתר gov.il (חוזרים ונהלים). התוכן המלא בקישור המקור.,government_page,,direct,https://www.gov.il/he/departments/policies/professional-directives-260225
